county,precinct,office,district,candidate,party,votes,mail,early_voting,election_day,provisional
Citrus,101,Property Appraiser,,Rick Schroeder,NPA,672,347,154,170,1
Citrus,101,Justice of the Supreme Court - Muniz,,Yes,,1652,572,543,536,1
Citrus,101,Justice of the Supreme Court - Muniz,,No,,627,277,176,173,1
Citrus,101,Fifth District Court of Appeal - Evander,,Yes,,1658,615,510,532,1
Citrus,101,Fifth District Court of Appeal - Evander,,No,,602,241,189,171,1
Citrus,101,Fifth District Court of Appeal - Harris,,Yes,,1627,597,501,528,1
Citrus,101,Fifth District Court of Appeal - Harris,,No,,622,258,191,172,1
Citrus,101,Fifth District Court of Appeal - Orfinger,,Yes,,1588,589,487,511,1
Citrus,101,Fifth District Court of Appeal - Orfinger,,No,,650,262,198,189,1
Citrus,101,Fifth District Court of Appeal - Sasso,,Yes,,1651,601,514,536,0
Citrus,101,Fifth District Court of Appeal - Sasso,,No,,590,252,175,161,2
Citrus,101,Fifth District Court of Appeal - Wallis,,Yes,,1642,604,502,535,1
Citrus,101,Fifth District Court of Appeal - Wallis,,No,,599,248,184,166,1
Citrus,101,School Board - District 2,,"Virginia ""Ginger"" Bryant",,1386,496,429,459,2
Citrus,101,School Board - District 2,,Danielle Damato Doty,,946,378,287,281,0
Citrus,101,Mosquito Control Board Seat 2,,Stephanie Adams,,1043,417,319,306,1
Citrus,101,Mosquito Control Board Seat 2,,Theressa Foster West,,621,220,197,204,0
Citrus,101,Mosquito Control Board Seat 2,,Timothy R. Langer,,552,192,164,195,1
Citrus,101,No. 1 Citizenship Requirement to Vote,,Yes,,2211,773,712,724,2
Citrus,101,No. 1 Citizenship Requirement to Vote,,No,,306,151,84,71,0
Citrus,101,No. 2 Raising FL Minimum Wage,,Yes,,1065,487,280,297,1
Citrus,101,No. 2 Raising FL Minimum Wage,,No,,1395,413,510,471,1
Citrus,101,No. 3 All Voters Vote in Primary,,Yes,,1344,538,381,423,2
Citrus,101,No. 3 All Voters Vote in Primary,,No,,1075,352,396,327,0
Citrus,101,No. 4 Voter Approval of Amendments,,Yes,,1176,385,405,385,1
Citrus,101,No. 4 Voter Approval of Amendments,,No,,1215,504,357,353,1
Citrus,101,No. 5 Limit Prop Tax Assessment,,Yes,,1762,663,550,547,2
Citrus,101,No. 5 Limit Prop Tax Assessment,,No,,639,225,204,210,0
Citrus,101,No. 6 Ad Valorem Tax,,Yes,,2234,803,700,729,2
Citrus,101,No. 6 Ad Valorem Tax,,No,,264,109,94,61,0
Citrus,102,Registered Voters,,,,1021,,,,
Citrus,102,Ballots Cast,,,,824,273,225,326,0
Citrus,102,Ballots Cast Blank,,,,23,3,10,10,0
Citrus,102,President,,Donald J. Trump,REP,565,139,172,254,0
Citrus,102,President,,Joseph R. Biden,DEM,251,131,53,67,0
Citrus,102,President,,Jo Jorgensen,LPF,3,1,0,2,0
Citrus,102,President,,"Roque ""Rocky"" De La Fuente",REF,1,0,0,1,0
Citrus,102,President,,Gloria La Riva,PSL,0,0,0,0,0
Citrus,102,President,,Howie Hawkins,GRE,0,0,0,0,0
Citrus,102,President,,Don Blankenship,CPF,0,0,0,0,0
Citrus,102,President,,WRITE-IN,,1,1,0,0,0
Citrus,102,U.S. House,11,Daniel Webster,REP,552,146,168,238,0
Citrus,102,U.S. House,11,Dana Marie Cottrell,DEM,252,124,51,77,0
Citrus,102,State House,34,Ralph E. Massullo Jr,REP,565,151,168,246,0
Citrus,102,State House,34,Dushyant Jethagir Gosai,DEM,228,116,48,64,0
Citrus,102,Sheriff,,Michael Prendergast,REP,594,165,170,259,0
Citrus,102,Sheriff,,Lee Alexander,NPA,200,100,43,57,0
Citrus,102,Property Appraiser,,Cregg Dalton,REP,538,150,154,234,0
Citrus,102,Property Appraiser,,Rick Schroeder,NPA,248,110,60,78,0
Citrus,102,Justice of the Supreme Court - Muniz,,Yes,,519,172,136,211,0
Citrus,102,Justice of the Supreme Court - Muniz,,No,,214,82,54,78,0
Citrus,102,Fifth District Court of Appeal - Evander,,Yes,,536,187,133,216,0
Citrus,102,Fifth District Court of Appeal - Evander,,No,,201,67,62,72,0
Citrus,102,Fifth District Court of Appeal - Harris,,Yes,,521,184,129,208,0
Citrus,102,Fifth District Court of Appeal - Harris,,No,,205,66,61,78,0
Citrus,102,Fifth District Court of Appeal - Orfinger,,Yes,,496,178,122,196,0
Citrus,102,Fifth District Court of Appeal - Orfinger,,No,,226,71,66,89,0
Citrus,102,Fifth District Court of Appeal - Sasso,,Yes,,518,179,134,205,0
Citrus,102,Fifth District Court of Appeal - Sasso,,No,,203,70,52,81,0
Citrus,102,Fifth District Court of Appeal - Wallis,,Yes,,521,178,128,215,0
Citrus,102,Fifth District Court of Appeal - Wallis,,No,,205,72,61,72,0
Citrus,102,School Board - District 2,,"Virginia ""Ginger"" Bryant",,443,141,107,195,0
Citrus,102,School Board - District 2,,Danielle Damato Doty,,285,112,83,90,0
Citrus,102,Mosquito Control Board Seat 2,,Stephanie Adams,,302,96,75,131,0
Citrus,102,Mosquito Control Board Seat 2,,Theressa Foster West,,190,67,44,79,0
Citrus,102,Mosquito Control Board Seat 2,,Timothy R. Langer,,210,82,58,70,0
Citrus,102,No. 1 Citizenship Requirement to Vote,,Yes,,705,234,189,282,0
Citrus,102,No. 1 Citizenship Requirement to Vote,,No,,97,34,29,34,0
Citrus,102,No. 2 Raising FL Minimum Wage,,Yes,,356,161,88,107,0
Citrus,102,No. 2 Raising FL Minimum Wage,,No,,421,95,124,202,0
Citrus,102,No. 3 All Voters Vote in Primary,,Yes,,454,180,116,158,0
Citrus,102,No. 3 All Voters Vote in Primary,,No,,307,75,86,146,0
Citrus,102,No. 4 Voter Approval of Amendments,,Yes,,400,142,112,146,0
Citrus,102,No. 4 Voter Approval of Amendments,,No,,354,110,88,156,0
Citrus,102,No. 5 Limit Prop Tax Assessment,,Yes,,552,186,151,215,0
Citrus,102,No. 5 Limit Prop Tax Assessment,,No,,205,69,50,86,0
Citrus,102,No. 6 Ad Valorem Tax,,Yes,,704,238,194,272,0
Citrus,102,No. 6 Ad Valorem Tax,,No,,88,26,19,43,0
Citrus,103,Registered Voters,,,,2657,,,,
Citrus,103,Ballots Cast,,,,2110,797,649,659,5
Citrus,103,Ballots Cast Blank,,,,77,19,20,37,1
Citrus,103,President,,Donald J. Trump,REP,1485,413,496,571,5
Citrus,103,President,,Joseph R. Biden,DEM,595,368,148,79,0
Citrus,103,President,,Jo Jorgensen,LPF,16,7,4,5,0
Citrus,103,President,,"Roque ""Rocky"" De La Fuente",REF,1,1,0,0,0
Citrus,103,President,,Gloria La Riva,PSL,3,2,0,1,0
Citrus,103,President,,Howie Hawkins,GRE,2,2,0,0,0
Citrus,103,President,,Don Blankenship,CPF,1,1,0,0,0
Citrus,103,President,,WRITE-IN,,3,2,0,1,0
Citrus,103,U.S. House,11,Daniel Webster,REP,1440,411,482,543,4
Citrus,103,U.S. House,11,Dana Marie Cottrell,DEM,614,372,154,88,0
Citrus,103,State House,34,Ralph E. Massullo Jr,REP,1482,437,497,544,4
Citrus,103,State House,34,Dushyant Jethagir Gosai,DEM,542,338,129,75,0
Citrus,103,Sheriff,,Michael Prendergast,REP,1496,480,489,523,4
Citrus,103,Sheriff,,Lee Alexander,NPA,536,289,144,103,0
Citrus,103,Property Appraiser,,Cregg Dalton,REP,1413,431,484,494,4
Citrus,103,Property Appraiser,,Rick Schroeder,NPA,568,310,143,115,0
Citrus,103,Justice of the Supreme Court - Muniz,,Yes,,1326,466,409,449,2
Citrus,103,Justice of the Supreme Court - Muniz,,No,,541,247,167,125,2
Citrus,103,Fifth District Court of Appeal - Evander,,Yes,,1357,503,399,453,2
Citrus,103,Fifth District Court of Appeal - Evander,,No,,497,206,170,120,1
Citrus,103,Fifth District Court of Appeal - Harris,,Yes,,1357,500,405,451,1
Citrus,103,Fifth District Court of Appeal - Harris,,No,,483,205,162,114,2
Citrus,103,Fifth District Court of Appeal - Orfinger,,Yes,,1309,494,391,423,1
Citrus,103,Fifth District Court of Appeal - Orfinger,,No,,527,209,175,141,2
Citrus,103,Fifth District Court of Appeal - Sasso,,Yes,,1339,496,399,442,2
Citrus,103,Fifth District Court of Appeal - Sasso,,No,,494,206,166,121,1
Citrus,103,Fifth District Court of Appeal - Wallis,,Yes,,1329,493,404,431,1
Citrus,103,Fifth District Court of Appeal - Wallis,,No,,503,210,160,131,2
Citrus,103,School Board - District 2,,"Virginia ""Ginger"" Bryant",,1091,406,333,349,3
Citrus,103,School Board - District 2,,Danielle Damato Doty,,788,308,244,235,1
Citrus,103,Mosquito Control Board Seat 2,,Stephanie Adams,,818,331,241,246,0
Citrus,103,Mosquito Control Board Seat 2,,Theressa Foster West,,519,179,167,172,1
Citrus,103,Mosquito Control Board Seat 2,,Timothy R. Langer,,469,182,149,136,2
Citrus,103,No. 1 Citizenship Requirement to Vote,,Yes,,1769,638,550,578,3
Citrus,103,No. 1 Citizenship Requirement to Vote,,No,,253,136,70,46,1
Citrus,103,No. 2 Raising FL Minimum Wage,,Yes,,978,484,261,233,0
Citrus,103,No. 2 Raising FL Minimum Wage,,No,,999,253,361,382,3
Citrus,103,No. 3 All Voters Vote in Primary,,Yes,,1153,476,350,326,1
Citrus,103,No. 3 All Voters Vote in Primary,,No,,793,255,259,278,1
Citrus,103,No. 4 Voter Approval of Amendments,,Yes,,989,347,329,311,2
Citrus,103,No. 4 Voter Approval of Amendments,,No,,942,377,278,286,1
Citrus,103,No. 5 Limit Prop Tax Assessment,,Yes,,1431,558,430,441,2
Citrus,103,No. 5 Limit Prop Tax Assessment,,No,,512,176,179,156,1
Citrus,103,No. 6 Ad Valorem Tax,,Yes,,1801,680,564,553,4
Citrus,103,No. 6 Ad Valorem Tax,,No,,198,75,63,60,0
Citrus,104,Registered Voters,,,,2390,,,,
Citrus,104,Ballots Cast,,,,1776,703,562,511,0
Citrus,104,Ballots Cast Blank,,,,74,22,34,18,0
Citrus,104,President,,Donald J. Trump,REP,1266,394,445,427,0
Citrus,104,President,,Joseph R. Biden,DEM,463,282,107,74,0
Citrus,104,President,,Jo Jorgensen,LPF,30,13,7,10,0
Citrus,104,President,,"Roque ""Rocky"" De La Fuente",REF,1,1,0,0,0
Citrus,104,President,,Gloria La Riva,PSL,1,0,1,0,0
Citrus,104,President,,Howie Hawkins,GRE,0,0,0,0,0
Citrus,104,President,,Don Blankenship,CPF,1,1,0,0,0
Citrus,104,President,,WRITE-IN,,4,2,2,0,0
Citrus,104,U.S. House,11,Daniel Webster,REP,1224,392,427,405,0
Citrus,104,U.S. House,11,Dana Marie Cottrell,DEM,494,293,114,87,0
Citrus,104,State House,34,Ralph E. Massullo Jr,REP,1292,430,434,428,0
Citrus,104,State House,34,Dushyant Jethagir Gosai,DEM,402,240,98,64,0
Citrus,104,Sheriff,,Michael Prendergast,REP,1263,458,421,384,0
Citrus,104,Sheriff,,Lee Alexander,NPA,455,219,122,114,0
Citrus,104,Property Appraiser,,Cregg Dalton,REP,1133,381,397,355,0
Citrus,104,Property Appraiser,,Rick Schroeder,NPA,529,264,132,133,0
Citrus,104,Justice of the Supreme Court - Muniz,,Yes,,1111,430,342,339,0
Citrus,104,Justice of the Supreme Court - Muniz,,No,,458,204,136,118,0
Citrus,104,Fifth District Court of Appeal - Evander,,Yes,,1140,447,350,343,0
Citrus,104,Fifth District Court of Appeal - Evander,,No,,411,178,123,110,0
Citrus,104,Fifth District Court of Appeal - Harris,,Yes,,1137,448,352,337,0
Citrus,104,Fifth District Court of Appeal - Harris,,No,,403,173,119,111,0
Citrus,104,Fifth District Court of Appeal - Orfinger,,Yes,,1096,432,341,323,0
Citrus,104,Fifth District Court of Appeal - Orfinger,,No,,436,184,125,127,0
Citrus,104,Fifth District Court of Appeal - Sasso,,Yes,,1126,442,346,338,0
Citrus,104,Fifth District Court of Appeal - Sasso,,No,,404,174,121,109,0
Citrus,104,Fifth District Court of Appeal - Wallis,,Yes,,1106,444,329,333,0
Citrus,104,Fifth District Court of Appeal - Wallis,,No,,434,182,135,117,0
Citrus,104,School Board - District 2,,"Virginia ""Ginger"" Bryant",,960,389,306,265,0
Citrus,104,School Board - District 2,,Danielle Damato Doty,,663,264,190,209,0
Citrus,104,Mosquito Control Board Seat 2,,Stephanie Adams,,681,279,196,206,0
Citrus,104,Mosquito Control Board Seat 2,,Theressa Foster West,,474,189,146,139,0
Citrus,104,Mosquito Control Board Seat 2,,Timothy R. Langer,,394,159,135,100,0
Citrus,104,No. 1 Citizenship Requirement to Vote,,Yes,,1475,576,460,439,0
Citrus,104,No. 1 Citizenship Requirement to Vote,,No,,219,101,65,53,0
Citrus,104,No. 2 Raising FL Minimum Wage,,Yes,,809,384,230,195,0
Citrus,104,No. 2 Raising FL Minimum Wage,,No,,853,266,290,297,0
Citrus,104,No. 3 All Voters Vote in Primary,,Yes,,965,424,273,268,0
Citrus,104,No. 3 All Voters Vote in Primary,,No,,660,215,234,211,0
Citrus,104,No. 4 Voter Approval of Amendments,,Yes,,808,278,249,281,0
Citrus,104,No. 4 Voter Approval of Amendments,,No,,805,353,257,195,0
Citrus,104,No. 5 Limit Prop Tax Assessment,,Yes,,1168,496,345,327,0
Citrus,104,No. 5 Limit Prop Tax Assessment,,No,,463,159,156,148,0
Citrus,104,No. 6 Ad Valorem Tax,,Yes,,1469,587,458,424,0
Citrus,104,No. 6 Ad Valorem Tax,,No,,208,76,67,65,0
Citrus,105,Registered Voters,,,,2374,,,,
Citrus,105,Ballots Cast,,,,1803,813,617,371,2
Citrus,105,Ballots Cast Blank,,,,70,29,26,15,0
Citrus,105,President,,Donald J. Trump,REP,1211,439,487,284,1
Citrus,105,President,,Joseph R. Biden,DEM,566,359,124,82,1
Citrus,105,President,,Jo Jorgensen,LPF,10,7,0,3,0
Citrus,105,President,,"Roque ""Rocky"" De La Fuente",REF,1,1,0,0,0
Citrus,105,President,,Gloria La Riva,PSL,0,0,0,0,0
Citrus,105,President,,Howie Hawkins,GRE,2,1,0,1,0
Citrus,105,President,,Don Blankenship,CPF,0,0,0,0,0
Citrus,105,President,,WRITE-IN,,4,2,1,1,0
Citrus,105,U.S. House,11,Daniel Webster,REP,1209,444,476,288,1
Citrus,105,U.S. House,11,Dana Marie Cottrell,DEM,541,340,125,75,1
Citrus,105,State House,34,Ralph E. Massullo Jr,REP,1296,505,496,294,1
Citrus,105,State House,34,Dushyant Jethagir Gosai,DEM,430,269,97,63,1
Citrus,105,Sheriff,,Michael Prendergast,REP,1286,513,487,284,2
Citrus,105,Sheriff,,Lee Alexander,NPA,447,257,111,79,0
Citrus,105,Property Appraiser,,Cregg Dalton,REP,1226,492,459,273,2
Citrus,105,Property Appraiser,,Rick Schroeder,NPA,446,245,118,83,0
Citrus,105,Justice of the Supreme Court - Muniz,,Yes,,1161,532,394,233,2
Citrus,105,Justice of the Supreme Court - Muniz,,No,,406,186,129,91,0
Citrus,105,Fifth District Court of Appeal - Evander,,Yes,,1160,536,395,227,2
Citrus,105,Fifth District Court of Appeal - Evander,,No,,371,160,120,91,0
Citrus,105,Fifth District Court of Appeal - Harris,,Yes,,1177,548,401,226,2
Citrus,105,Fifth District Court of Appeal - Harris,,No,,333,147,101,85,0
Citrus,105,Fifth District Court of Appeal - Orfinger,,Yes,,1126,525,381,218,2
Citrus,105,Fifth District Court of Appeal - Orfinger,,No,,379,164,122,93,0
Citrus,105,Fifth District Court of Appeal - Sasso,,Yes,,1160,549,386,223,2
Citrus,105,Fifth District Court of Appeal - Sasso,,No,,350,143,118,89,0
Citrus,105,Fifth District Court of Appeal - Wallis,,Yes,,1146,529,394,221,2
Citrus,105,Fifth District Court of Appeal - Wallis,,No,,366,164,111,91,0
Citrus,105,School Board - District 2,,"Virginia ""Ginger"" Bryant",,973,479,309,184,1
Citrus,105,School Board - District 2,,Danielle Damato Doty,,676,277,245,153,1
Citrus,105,Mosquito Control Board Seat 2,,Stephanie Adams,,643,312,219,111,1
Citrus,105,Mosquito Control Board Seat 2,,Theressa Foster West,,537,235,183,118,1
Citrus,105,Mosquito Control Board Seat 2,,Timothy R. Langer,,347,149,110,88,0
Citrus,105,CR City Council Member Seat 1 CITY OF CRYSTAL RIVER,,Ken Brown,,1027,461,348,216,2
Citrus,105,CR City Council Member Seat 1 CITY OF CRYSTAL RIVER,,Scott Brian Davis,,586,282,188,116,0
Citrus,105,CR City Council Member Seat 5 CITY OF CRYSTAL RIVER,,Robert Holmes,,913,430,292,191,0
Citrus,105,CR City Council Member Seat 5 CITY OF CRYSTAL RIVER,,Terry Thompson.,,677,304,236,135,2
Citrus,105,No. 1 Citizenship Requirement to Vote,,Yes,,1453,654,497,300,2
Citrus,105,No. 1 Citizenship Requirement to Vote,,No,,275,128,90,57,0
Citrus,105,No. 2 Raising FL Minimum Wage,,Yes,,785,426,231,126,2
Citrus,105,No. 2 Raising FL Minimum Wage,,No,,896,310,361,225,0
Citrus,105,No. 3 All Voters Vote in Primary,,Yes,,928,455,283,189,1
Citrus,105,No. 3 All Voters Vote in Primary,,No,,739,277,301,160,1
Citrus,105,No. 4 Voter Approval of Amendments,,Yes,,794,320,286,188,0
Citrus,105,No. 4 Voter Approval of Amendments,,No,,862,409,291,160,2
Citrus,105,No. 5 Limit Prop Tax Assessment,,Yes,,1178,537,390,251,0
Citrus,105,No. 5 Limit Prop Tax Assessment,,No,,469,204,171,92,2
Citrus,105,No. 6 Ad Valorem Tax,,Yes,,1477,666,498,311,2
Citrus,105,No. 6 Ad Valorem Tax,,No,,225,97,85,43,0
Citrus,107,Registered Voters,,,,2940,,,,
Citrus,107,Ballots Cast,,,,2352,1125,816,409,2
Citrus,107,Ballots Cast Blank,,,,105,39,47,19,0
Citrus,107,President,,Donald J. Trump,REP,1612,594,675,341,2
Citrus,107,President,,Joseph R. Biden,DEM,702,513,129,60,0
Citrus,107,President,,Jo Jorgensen,LPF,20,6,9,5,0
Citrus,107,President,,"Roque ""Rocky"" De La Fuente",REF,0,0,0,0,0
Citrus,107,President,,Gloria La Riva,PSL,0,0,0,0,0
Citrus,107,President,,Howie Hawkins,GRE,3,2,0,1,0
Citrus,107,President,,Don Blankenship,CPF,1,1,0,0,0
Citrus,107,President,,WRITE-IN,,3,3,0,0,0
Citrus,107,U.S. House,11,Daniel Webster,REP,1578,603,649,324,2
Citrus,107,U.S. House,11,Dana Marie Cottrell,DEM,695,496,137,62,0
Citrus,107,State House,34,Ralph E. Massullo Jr,REP,1699,686,674,337,2
Citrus,107,State House,34,Dushyant Jethagir Gosai,DEM,544,404,93,47,0
Citrus,107,Sheriff,,Michael Prendergast,REP,1676,727,635,312,2
Citrus,107,Sheriff,,Lee Alexander,NPA,586,356,153,77,0
Citrus,107,Property Appraiser,,Cregg Dalton,REP,1537,627,616,292,2
Citrus,107,Property Appraiser,,Rick Schroeder,NPA,656,418,157,81,0
Citrus,107,Justice of the Supreme Court - Muniz,,Yes,,1546,740,527,277,2
Citrus,107,Justice of the Supreme Court - Muniz,,No,,506,260,172,74,0
Citrus,107,Fifth District Court of Appeal - Evander,,Yes,,1577,762,544,269,2
Citrus,107,Fifth District Court of Appeal - Evander,,No,,442,225,144,73,0
Citrus,107,Fifth District Court of Appeal - Harris,,Yes,,1556,755,530,269,2
Citrus,107,Fifth District Court of Appeal - Harris,,No,,457,232,155,70,0
Citrus,107,Fifth District Court of Appeal - Orfinger,,Yes,,1519,737,523,257,2
Citrus,107,Fifth District Court of Appeal - Orfinger,,No,,482,244,158,80,0
Citrus,107,Fifth District Court of Appeal - Sasso,,Yes,,1553,743,536,272,2
Citrus,107,Fifth District Court of Appeal - Sasso,,No,,448,237,145,66,0
Citrus,107,Fifth District Court of Appeal - Wallis,,Yes,,1549,747,531,269,2
Citrus,107,Fifth District Court of Appeal - Wallis,,No,,453,233,153,67,0
Citrus,107,School Board - District 2,,"Virginia ""Ginger"" Bryant",,1262,630,414,216,2
Citrus,107,School Board - District 2,,Danielle Damato Doty,,862,398,321,143,0
Citrus,107,Mosquito Control Board Seat 2,,Stephanie Adams,,832,409,269,154,0
Citrus,107,Mosquito Control Board Seat 2,,Theressa Foster West,,643,305,245,92,1
Citrus,107,Mosquito Control Board Seat 2,,Timothy R. Langer,,537,252,186,98,1
Citrus,107,No. 1 Citizenship Requirement to Vote,,Yes,,1916,896,667,351,2
Citrus,107,No. 1 Citizenship Requirement to Vote,,No,,326,188,100,38,0
Citrus,107,No. 2 Raising FL Minimum Wage,,Yes,,1123,652,325,145,1
Citrus,107,No. 2 Raising FL Minimum Wage,,No,,1056,388,433,234,1
Citrus,107,No. 3 All Voters Vote in Primary,,Yes,,1220,627,397,194,2
Citrus,107,No. 3 All Voters Vote in Primary,,No,,928,398,350,180,0
Citrus,107,No. 4 Voter Approval of Amendments,,Yes,,992,439,357,196,0
Citrus,107,No. 4 Voter Approval of Amendments,,No,,1124,577,377,168,2
Citrus,107,No. 5 Limit Prop Tax Assessment,,Yes,,1605,771,555,277,2
Citrus,107,No. 5 Limit Prop Tax Assessment,,No,,543,266,186,91,0
Citrus,107,No. 6 Ad Valorem Tax,,Yes,,1994,946,694,352,2
Citrus,107,No. 6 Ad Valorem Tax,,No,,224,119,67,38,0
Citrus,108,Registered Voters,,,,3470,,,,
Citrus,108,Ballots Cast,,,,3016,1436,1150,425,5
Citrus,108,Ballots Cast Blank,,,,73,22,36,15,0
Citrus,108,President,,Donald J. Trump,REP,2017,764,899,350,4
Citrus,108,President,,Joseph R. Biden,DEM,947,641,237,68,1
Citrus,108,President,,Jo Jorgensen,LPF,19,12,3,4,0
Citrus,108,President,,"Roque ""Rocky"" De La Fuente",REF,0,0,0,0,0
Citrus,108,President,,Gloria La Riva,PSL,2,1,1,0,0
Citrus,108,President,,Howie Hawkins,GRE,6,2,4,0,0
Citrus,108,President,,Don Blankenship,CPF,0,0,0,0,0
Citrus,108,President,,WRITE-IN,,6,5,1,0,0
Citrus,108,U.S. House,11,Daniel Webster,REP,2032,787,892,349,4
Citrus,108,U.S. House,11,Dana Marie Cottrell,DEM,929,631,235,62,1
Citrus,108,State House,34,Ralph E. Massullo Jr,REP,2171,891,921,355,4
Citrus,108,State House,34,Dushyant Jethagir Gosai,DEM,750,508,189,52,1
Citrus,108,Sheriff,,Michael Prendergast,REP,2199,938,909,348,4
Citrus,108,Sheriff,,Lee Alexander,NPA,735,459,209,66,1
Citrus,108,Property Appraiser,,Cregg Dalton,REP,2062,853,884,321,4
Citrus,108,Property Appraiser,,Rick Schroeder,NPA,771,473,213,84,1
Citrus,108,Justice of the Supreme Court - Muniz,,Yes,,1957,899,761,294,3
Citrus,108,Justice of the Supreme Court - Muniz,,No,,674,369,229,74,2
Citrus,108,Fifth District Court of Appeal - Evander,,Yes,,2020,956,760,300,4
Citrus,108,Fifth District Court of Appeal - Evander,,No,,599,309,220,69,1
